Mathematics, Language, Science, History, English, Physical_Education, Art,mean_sciences,mean_humanities,Total_mean
5.4,5.7,4.9,7,6.5,6.3,6.5,5.15,6.35,6.04
6,6.4,5.2,6.9,6.4,6.9,6.3,5.60,6.65,6.30
5.1,5.2,5,8.1,5.5,9.1,7.6,5.05,6.65,6.51
6.5,6,5.7,6.6,5.6,8.9,6.6,6.10,6.30,6.56
5.4,5.8,5.9,5.9,5.6,8.8,6.7,5.65,5.85,6.30
6.6,7.8,4.8,7.8,5.2,7,7.1,5.70,7.80,6.61
6.5,6,5.3,7,6,7.9,5.7,5.90,6.50,6.34
6,6.9,6,7.3,4.4,6.4,6.1,6.00,7.10,6.16
5.1,6.6,6.1,6.3,5.5,7.1,7.6,5.60,6.45,6.33
4.6,5,4.1,8.6,5.5,9.5,7.3,4.35,6.80,6.37
5.6,5.9,4.9,6.4,6.8,6.8,7.2,5.25,6.15,6.23
5.4,6.7,5.3,5.8,5.2,8.2,6.5,5.35,6.25,6.16
5.2,5.7,4.9,6.9,5.9,8.4,6.9,5.05,6.30,6.27
5.5,7,5.6,6.3,6.8,7.5,6.6,5.55,6.65,6.47
5.9,5.8,5.5,6.4,6.1,5.4,7.4,5.70,6.10,6.07
6,6.3,5.8,6.1,5.6,7.1,7.1,5.90,6.20,6.29
6.5,7,5.4,7.9,6,7.2,5.7,5.95,7.45,6.53
6.7,5.9,4.7,7.1,5.6,6.9,8.7,5.70,6.50,6.51
4.7,5.2,6.5,7.1,6.1,7.8,7.7,5.60,6.15,6.44
6,6.2,5.6,6.7,6.7,8,6.4,5.80,6.45,6.51
5.5,4.8,6.2,8.7,5.5,8.4,7.5,5.85,6.75,6.66
6,7.5,5.9,6.8,5.4,7.6,6.4,5.95,7.15,6.51
5.9,6.4,5.5,8.5,4.9,7.3,5.5,5.70,7.45,6.29
5.1,6,5.4,5.5,6.4,9.8,7.6,5.25,5.75,6.54
5.3,5.7,4.7,6.3,4.5,6.8,7.7,5.00,6.00,5.86
6.3,6.9,5.3,6.8,5.9,6.7,8.2,5.80,6.85,6.59
5.9,5.7,6.5,6.7,5.3,6.4,7.6,6.20,6.20,6.30
5.6,5.5,5.4,7.3,6.4,5.3,6,5.50,6.40,5.93
4.8,6.7,5,7.7,4.9,6.9,8,4.90,7.20,6.29
6.4,6.4,6.2,7,4.7,7,5.6,6.30,6.70,6.19
5.6,7.4,5.7,6.1,4.9,7.9,6.8,5.65,6.75,6.34
5.5,5.8,5.3,5.6,5.3,5.8,4.7,5.40,5.70,5.43
6.9,7.4,4.6,6.1,6.7,8,7.9,5.75,6.75,6.80
5,6.8,5.2,7,6.1,6.8,8.2,5.10,6.90,6.44
5.2,5.3,5.2,6.8,5.7,8,6.9,5.20,6.05,6.16
5.3,6.1,6.3,6.1,6.2,7.9,6.1,5.80,6.10,6.29
6.9,5.4,6.4,6.5,7.1,8.1,5.8,6.65,5.95,6.60
6,6.2,5.6,6.7,5.3,7.5,5.4,5.80,6.45,6.10
4.3,6.3,4.9,6.9,5.2,8.1,5.6,4.60,6.60,5.90
6.6,4.9,5.2,5.9,4.9,8,7.5,5.90,5.40,6.14
5.1,6,4.7,7.7,5.1,7.3,7.6,4.90,6.85,6.21
6.2,6,6.3,6.2,5,5,6.3,6.25,6.10,5.86
6,5.7,5.8,7.2,6.3,5.1,7.2,5.90,6.45,6.19
6.6,5.4,6,7,6.2,6.4,8.3,6.30,6.20,6.56
5,6.8,4.6,5.9,6.5,6.9,6.7,4.80,6.35,6.06
5,5.5,4.7,6.4,5.8,8,6.4,4.85,5.95,5.97
3.9,6.8,4.9,6.9,6.1,9.7,5.7,4.40,6.85,6.29
5.3,6.1,4.2,7,4.8,8.3,6.9,4.75,6.55,6.09
6.1,6.4,5.7,6,4.6,6.1,7.5,5.90,6.20,6.06
6,6,5.4,6.6,5.5,8.5,7.5,5.70,6.30,6.50
6.2,5.6,6.1,7.4,6.5,7.3,5.7,6.15,6.50,6.40
5.6,6.3,4.6,6.7,6.1,7.7,6.9,5.10,6.50,6.27
6.4,5.9,5.5,7.3,5.5,8.2,7.3,5.95,6.60,6.59
6.1,7.9,5.5,5.6,6.2,9.7,5.5,5.80,6.75,6.64
6.9,5.1,5.4,5.9,6.6,6.2,7.4,6.15,5.50,6.21
5.3,4.7,6.2,6.6,7,8.1,6.1,5.75,5.65,6.29
5,5.6,6.4,5.7,4.9,6.4,6.7,5.70,5.65,5.81
5.1,7.1,5.4,6.8,6.1,5.5,8.5,5.25,6.95,6.36
6.2,6.4,5.5,5.5,6.8,8.2,5.2,5.85,5.95,6.26
6.3,6.2,4.2,5.6,6.1,5.9,6.8,5.25,5.90,5.87
4.3,5.8,5.7,6.7,4.5,7.3,5.7,5.00,6.25,5.71
6.1,7.2,4.8,6.1,5.4,7.2,7.8,5.45,6.65,6.37
6.2,7.1,5.7,5.5,5.5,6.3,7.8,5.95,6.30,6.30
5.8,6.5,5.3,6.4,5.6,6.9,6.8,5.55,6.45,6.19
5.4,6,5.2,5.2,4.6,7.9,7.3,5.30,5.60,5.94
5.6,4.8,5.3,5.7,4.9,8.9,7.6,5.45,5.25,6.11
5.5,5.9,5.8,7.4,5.4,7.4,5.5,5.65,6.65,6.13
6.3,5.1,5,7,5.7,6.7,6.8,5.65,6.05,6.09
6.5,6.2,5.3,5.3,6,7.2,5.3,5.90,5.75,5.97
6.1,5.5,5.7,6.3,5.8,5.9,8.8,5.90,5.90,6.30
6.4,7,6.8,7.1,5.2,6.3,5.5,6.60,7.05,6.33
5.4,5.7,5.5,8,7.4,6.9,6.8,5.45,6.85,6.53
6.8,6.9,5.7,6.1,6.1,8.8,8.8,6.25,6.50,7.03
5.7,6.2,5.7,6.4,5.9,6.4,6.7,5.70,6.30,6.14
5.9,5.3,5.7,6.7,6.3,7,7.2,5.80,6.00,6.30
6.6,5.9,6.8,4.8,5.1,8.9,9.2,6.70,5.35,6.76
7.3,6.3,5.7,6.9,6.3,5.6,6.9,6.50,6.60,6.43
5.6,6.8,6.2,7,6.2,8.6,5,5.90,6.90,6.49
6.5,5.8,4.7,5.8,5.5,6.4,7.5,5.60,5.80,6.03
6.3,5.5,5.9,6.6,6.3,7.5,7.5,6.10,6.05,6.51
5.5,6.2,5.8,5.3,5.5,6.2,6.2,5.65,5.75,5.81
5.5,6.2,5.9,6.5,4.8,8.6,7.1,5.70,6.35,6.37
5,6.1,5.6,5.9,5.4,8,5.6,5.30,6.00,5.94
5.6,5.7,5.6,4.9,5.9,8.8,6.2,5.60,5.30,6.10
5.6,7.5,5.1,6.1,5.6,7,6.7,5.35,6.80,6.23
7,4.8,5.7,5.7,5.9,8.5,8.2,6.35,5.25,6.54
6,6.2,6.4,7.6,4.6,8.4,6.6,6.20,6.90,6.54
5.2,6.3,5.8,5.9,5.1,6.6,6.4,5.50,6.10,5.90
5.7,7,5.8,5.7,6.2,7.8,8.3,5.75,6.35,6.64
5,6.9,5.1,6.8,6.1,9.1,7.4,5.05,6.85,6.63
4.9,6.4,6.2,5.1,6.7,5.7,7.4,5.55,5.75,6.06
5.6,6.2,5,7.5,6.1,7.5,6.6,5.30,6.85,6.36
6,4.8,5.8,6.1,4.8,9.9,6.4,5.90,5.45,6.26
5.7,5.8,6.8,7.7,4.6,6.5,7.1,6.25,6.75,6.31
5.8,6.9,5.8,6.9,7.1,8.5,6.2,5.80,6.90,6.74
6,4.9,5.5,6.1,6.5,9.3,7.1,5.75,5.50,6.49
6,6.2,5,7.3,5.8,10,7.5,5.50,6.75,6.83
5.5,6.3,6.3,5.6,5.6,8.6,6.6,5.90,5.95,6.36
6.1,7.1,6,6.9,6.7,7.5,6.6,6.05,7.00,6.70
4.5,5.6,5.9,6.7,5.2,6.3,6.7,5.20,6.15,5.84
6.4,6.8,5,5.1,6.7,7.2,6.1,5.70,5.95,6.19
6,7.5,5.7,6.4,6,6.5,8,5.85,6.95,6.59
6.1,6.4,5.8,6.8,6.8,6.1,7.4,5.95,6.60,6.49
6.4,6.4,4.9,6.3,5.2,8.3,7.2,5.65,6.35,6.39
6,6.3,5.2,6.7,5.7,9,6.2,5.60,6.50,6.44
6.1,6.9,6.2,7.5,6.6,5.1,7.6,6.15,7.20,6.57
6.6,6.2,5.3,4.5,5.5,7.9,6.1,5.95,5.35,6.01
6,6.1,4.5,5.5,6.2,6.7,6.7,5.25,5.80,5.96
6.1,5.3,5.7,6.4,6.1,5.5,6,5.90,5.85,5.87
5.4,6.6,5.4,5.5,5.9,8.7,6.4,5.40,6.05,6.27
4.7,6,5.4,5.8,5.7,8.2,7.4,5.05,5.90,6.17
6.1,6.3,4.6,7,5.9,7.8,8.3,5.35,6.65,6.57
5.2,6.7,5.3,6.2,6.6,9.3,7.4,5.25,6.45,6.67
5.6,6.3,4.5,5.8,6,6.5,7.9,5.05,6.05,6.09
7.3,6.5,4.4,7.9,6.1,7,5.6,5.85,7.20,6.40
5.1,5.6,5.6,7.3,5.8,8.9,6.7,5.35,6.45,6.43
4.7,7,6.1,7.1,7.3,8.1,5,5.40,7.05,6.47
5.4,6,6,6.6,6.3,9.7,6.8,5.70,6.30,6.69
5.1,6.6,5.3,6.4,5.9,7.6,4.9,5.20,6.50,5.97
6.8,5.5,7,6.5,6.9,6.6,6.5,6.90,6.00,6.54
6,5.8,5.8,6.8,5.4,8.3,8.4,5.90,6.30,6.64
5,7.1,6.8,7,5.6,7.3,6.2,5.90,7.05,6.43
4.9,6.5,4,5.8,6.5,5.4,4.8,4.45,6.15,5.41
5.5,5,4.8,5.5,7.1,5.7,7.3,5.15,5.25,5.84
6.7,6.8,5.9,6.7,5,9.9,7.4,6.30,6.75,6.91
5.8,6.1,5.5,7,5.8,7.6,7.6,5.65,6.55,6.49
5.9,4.9,6.1,4.9,5.3,7.3,7.3,6.00,4.90,5.96
5.7,5.5,6.3,5.2,5.7,7.8,6.3,6.00,5.35,6.07
4.7,6.7,4.9,7.7,6.3,6.9,7,4.80,7.20,6.31
5.6,7,6,6.1,5.8,8,7,5.80,6.55,6.50
5.2,7.3,5.7,7.2,5.4,6.5,8.5,5.45,7.25,6.54
5.6,4.9,4.8,5.8,5.7,8.4,5.7,5.20,5.35,5.84
5.4,6.1,5.1,5.9,6.4,8,7.3,5.25,6.00,6.31
6.4,7.1,4.9,7.5,4.8,7.4,7,5.65,7.30,6.44
5.4,5.3,6.2,6.1,6.7,9.2,7.5,5.80,5.70,6.63
5.4,7.2,5.7,6.4,6.2,7.3,8.6,5.55,6.80,6.69
4.7,7,6.2,8.1,6.4,9,7,5.45,7.55,6.91
6.5,6.2,5.1,6.5,6.8,5.8,6.6,5.80,6.35,6.21
6.6,6.3,5.2,5.8,5.8,8.1,7.6,5.90,6.05,6.49
5.9,7,6,7.2,6.4,7.7,7.4,5.95,7.10,6.80
5.3,7.9,5.2,6.3,6.1,7.6,6.9,5.25,7.10,6.47
5.7,6.3,5.4,5.8,7.1,8.7,7.3,5.55,6.05,6.61
5.1,6.1,5.8,6.4,6.3,8.7,7.1,5.45,6.25,6.50
6.1,5.5,5.9,6.6,7.3,7.8,6.6,6.00,6.05,6.54
4.9,5.3,4.4,6.6,5.5,6.5,7.5,4.65,5.95,5.81
5.4,6.6,6.5,5.4,6.6,8.1,7.5,5.95,6.00,6.59
5.9,5.7,5.6,6.6,5.5,6.8,6.4,5.75,6.15,6.07
6.1,6.8,4.3,7.7,5.2,8.5,7.8,5.20,7.25,6.63
6.1,6.6,6.4,6.9,5,8.4,7.1,6.25,6.75,6.64
7,6.7,6,5.9,6.1,8.4,7,6.50,6.30,6.73
7.3,5.9,4.9,6.6,4.9,8.7,7.9,6.10,6.25,6.60
4.8,6.9,6,6.1,6.8,7.1,7,5.40,6.50,6.39
6.2,5.5,5.5,7.3,6.3,6,6.4,5.85,6.40,6.17
5.6,6.4,6.3,6.8,5.9,7.8,7.2,5.95,6.60,6.57
4.8,6.6,6,6.9,5.5,8.7,7.5,5.40,6.75,6.57
6.3,6.7,5.6,7.4,5.3,6.8,8.1,5.95,7.05,6.60
5.9,6,5.6,6,6.3,7.6,6.4,5.75,6.00,6.26
5.8,5.3,5.6,8,4.9,7.6,5.8,5.70,6.65,6.14
4.8,6.9,4.8,7.5,7,8,7.6,4.80,7.20,6.66
4.9,5.8,4.9,6.5,6.5,7,6.9,4.90,6.15,6.07
6.4,6.5,6.6,6.6,6.5,5.8,8.4,6.50,6.55,6.69
5.3,6.4,6.2,6,5.8,6.5,8.3,5.75,6.20,6.36
5.2,7.1,4.4,7.1,5.6,8.1,5,4.80,7.10,6.07
5.2,6.7,4.5,6.4,5.1,4.8,7.6,4.85,6.55,5.76
6.3,6.8,5.1,6.3,5.7,6.8,7.5,5.70,6.55,6.36
6.3,5.8,5.3,5.6,6,7.4,7.1,5.80,5.70,6.21
5.2,6.1,5.3,6.3,6.3,8.4,6.6,5.25,6.20,6.31
6.4,6,4.7,4.5,6.2,6.8,8.2,5.55,5.25,6.11
6.1,6.2,5.2,5,6.2,7.3,6.7,5.65,5.60,6.10
5.4,7.2,4.8,5.6,7.4,5,7,5.10,6.40,6.06
5,5.9,5.3,6.5,7.4,8.5,6.3,5.15,6.20,6.41
6.5,5.4,6.1,5.7,6.2,7.5,7.3,6.30,5.55,6.39
5.3,5.6,5.7,5,5.1,7.7,7.3,5.50,5.30,5.96
6.9,6.6,5.2,6.2,6.1,8.4,6.6,6.05,6.40,6.57
5.3,6.1,5.7,6.3,5.9,9.9,8.3,5.50,6.20,6.79
5,4.8,5.1,4.3,6.4,7.2,7.8,5.05,4.55,5.80
5.9,6.9,3.7,5.9,6.9,8.4,8.3,4.80,6.40,6.57
5.9,5.2,6,7.6,6.8,6.4,5.7,5.95,6.40,6.23
5.2,6.2,4.6,6.1,5.7,7.4,8.7,4.90,6.15,6.27
4.8,6.5,5.8,6.7,5.4,7.2,9.6,5.30,6.60,6.57
4.9,6.2,6.3,5.3,5.7,6.7,7.7,5.60,5.75,6.11
6.1,5.3,6.3,6.9,6.3,8.7,7.1,6.20,6.10,6.67
5.8,6.8,6,7.2,5.2,8.3,8.3,5.90,7.00,6.80
5.3,7,5.8,5.9,5,8.1,7.6,5.55,6.45,6.39
5.4,6.4,5,7,6.5,7.4,7.3,5.20,6.70,6.43
6.8,5.9,5.5,6.8,6.4,7.4,8,6.15,6.35,6.69
4.2,6.2,5.3,6.8,6.5,9,7.1,4.75,6.50,6.44
5.5,6,5.1,7.5,6.7,8,6.9,5.30,6.75,6.53
5.3,5.3,6,8.8,5.9,5.9,6.1,5.65,7.05,6.19
6.6,6.8,5.6,6.4,5.7,6.8,7.3,6.10,6.60,6.46
5.1,5.8,5.8,6.7,6.5,7.9,5.4,5.45,6.25,6.17
5.3,6.6,6.3,5.2,5.8,6.8,6.6,5.80,5.90,6.09
6.1,6.4,5.1,5.6,5.5,5.3,5.5,5.60,6.00,5.64
5.6,6.5,5.8,6.6,6.3,6.8,7.1,5.70,6.55,6.39
4.7,7.3,5.2,7.2,4,7.8,4.9,4.95,7.25,5.87
6.4,7,5.5,6.8,7,8.4,7,5.95,6.90,6.87
5,6.9,5.2,6.4,5.9,6.4,7.9,5.10,6.65,6.24
4.7,5.5,5,7.2,5.2,6.8,5.6,4.85,6.35,5.71
6.2,5.3,5.4,5.3,6.3,8.2,6.1,5.80,5.30,6.11
5.2,6.7,5.5,7.9,4.7,7.8,7.3,5.35,7.30,6.44
6.2,6.1,5.4,6.9,6.6,7.4,5.7,5.80,6.50,6.33
6,6.1,5.1,5.8,6.9,9.3,6.8,5.55,5.95,6.57
5.6,5.7,6,5.8,5.3,7.2,9.1,5.80,5.75,6.39
4.5,5.9,6.2,6.8,6.4,7.6,6.3,5.35,6.35,6.24
6,7.4,4.8,6.8,6.1,6.3,7.4,5.40,7.10,6.40
5.3,6.9,6.3,7.7,5.3,7,6.5,5.80,7.30,6.43
7,6.4,5.2,6.7,5.8,7.1,5.8,6.10,6.55,6.29
5.5,5.7,5.1,5.6,4.6,6.5,6.9,5.30,5.65,5.70
4.9,5.9,4.7,5.6,5.2,8.2,7.4,4.80,5.75,5.99
5.2,6,5.4,7.4,5.6,5.7,7.5,5.30,6.70,6.11
5.1,7.6,4.6,5.9,5.4,8.2,7,4.85,6.75,6.26
5,5.2,5.3,7.9,4.8,7.1,6.4,5.15,6.55,5.96
6.2,6.1,4.4,5.8,6.1,9.8,6.6,5.30,5.95,6.43
5.6,7,5.5,7,6.1,6.9,5.7,5.55,7.00,6.26
6.4,5.9,6,6.7,6.8,8,6.7,6.20,6.30,6.64
5.3,7.5,4.6,5.9,5.6,8,7.2,4.95,6.70,6.30
5.1,5.7,5.2,7.5,6.1,7.3,7.6,5.15,6.60,6.36
5.9,6.7,5.2,5.3,6.5,7.3,8.2,5.55,6.00,6.44
5.6,7.2,5.5,6.6,5.8,8.9,7.1,5.55,6.90,6.67
6.5,5.4,5.6,7.1,6.4,6.1,8.1,6.05,6.25,6.46
5.8,7.3,6.3,7.5,6.4,8.4,7.1,6.05,7.40,6.97
5.8,5.3,6,8,5.9,6.7,7.7,5.90,6.65,6.49
5.3,4.1,5.2,6.3,5.4,8.4,7.6,5.25,5.20,6.04
4.8,6.5,5.2,7.6,5.3,8.4,6.7,5.00,7.05,6.36
5.5,5.6,5.3,8.7,6,6.4,7,5.40,7.15,6.36
6.5,6.8,6.9,6.8,5.5,5.8,6.4,6.70,6.80,6.39
6.1,6.1,5.8,7.7,5,7.1,7.5,5.95,6.90,6.47
6.3,6,4.7,5.7,7.1,7.6,6.9,5.50,5.85,6.33
5.3,6,3.9,5.7,5.5,8.3,5.7,4.60,5.85,5.77
5.4,5.8,5.1,4.8,5.4,8.8,7.5,5.25,5.30,6.11
4.9,6.4,6.1,6.8,5.9,6,5.9,5.50,6.60,6.00
5.5,6.2,5.6,5.9,5.9,7.3,8,5.55,6.05,6.34
6.2,6.2,5.4,6.5,6.7,6.8,7.1,5.80,6.35,6.41
4.9,7.1,4.8,6,5.2,7.4,7.3,4.85,6.55,6.10
6.4,6.3,5.6,7.3,5.9,6.1,7.5,6.00,6.80,6.44
6,6.9,6.4,6.4,5.3,6.9,6.1,6.20,6.65,6.29
5.3,6.3,4.6,7.8,4.9,7.1,7.5,4.95,7.05,6.21
6.8,6.6,4.9,5.5,5.8,6,6.2,5.85,6.05,5.97
5.1,5.9,5.4,6.7,5.8,8.3,6.4,5.25,6.30,6.23
6,5.9,4.8,6.8,6.2,6.5,7.5,5.40,6.35,6.24
5.8,5.1,5.9,7.5,5.1,7.7,5.5,5.85,6.30,6.09
5.3,7.1,5.5,6.2,6.3,8.3,7.2,5.40,6.65,6.56
6.4,5.8,4.8,5.8,5.9,7.8,7,5.60,5.80,6.21
5,6.1,5.6,5.6,7.3,6.4,8.5,5.30,5.85,6.36
5.3,7.1,4.7,7.9,4.9,8.6,7.6,5.00,7.50,6.59
5.3,5.8,5.1,5.5,5.7,7.4,5.8,5.20,5.65,5.80
5.7,5.1,6.3,5,5.1,9.5,7.1,6.00,5.05,6.26
5.3,6.5,4.4,7.6,6.6,7.3,9,4.85,7.05,6.67
5.6,6.9,5.7,6.8,5.9,9.1,8.6,5.65,6.85,6.94
6.8,5.8,5,7.4,6.5,8.4,7,5.90,6.60,6.70
5.9,6.2,6.3,6.8,6.5,6,9.8,6.10,6.50,6.79
5.6,5.1,7,6.3,5.9,7.6,6.2,6.30,5.70,6.24
5.4,6.4,5.9,6.2,5.5,8.2,6.8,5.65,6.30,6.34
6.6,5.5,4.8,6.2,6.5,8.1,8.4,5.70,5.85,6.59
6.5,6.1,6.6,6.6,6.9,8.7,5.7,6.55,6.35,6.73
5.8,7.8,5.1,6.9,5.1,7.2,7.2,5.45,7.35,6.44
5.4,6.4,6,7.5,5.5,7.9,7.1,5.70,6.95,6.54
6,5.8,5.3,7,4.5,7.2,5.9,5.65,6.40,5.96
5.9,5.1,5.9,6.6,6.1,7.2,7.1,5.90,5.85,6.27
6.7,5.3,5.7,5.5,6.2,9.6,7.4,6.20,5.40,6.63
5.3,5.5,6.3,7.1,5.9,8.5,6.9,5.80,6.30,6.50
6.1,5.6,6.6,5.6,6.4,8.7,6.3,6.35,5.60,6.47
6.1,5.4,5.1,6.5,6.9,7.5,7.9,5.60,5.95,6.49
5.5,6,5.6,5.7,6.5,7.2,7.5,5.55,5.85,6.29
5.6,5.6,5.5,6.2,6.2,6.7,7.7,5.55,5.90,6.21
6.1,5.8,4,8.1,6.6,5.6,7,5.05,6.95,6.17
5.9,4.1,5.2,6.2,6,9,7.7,5.55,5.15,6.30
5.5,6.6,5,5.8,6.5,8.4,6.2,5.25,6.20,6.29
5.8,5.6,5.9,6.6,4.6,5.7,7,5.85,6.10,5.89
5.3,4.7,6.5,5.8,5.8,7.1,8.1,5.90,5.25,6.19
6.4,5.8,5,7.8,6.1,8.3,5.4,5.70,6.80,6.40
5.4,6.9,5.6,6.3,5.9,8.7,6.8,5.50,6.60,6.51
5.2,6,5.7,6.9,7.2,6.1,7.8,5.45,6.45,6.41
4.7,6.3,5.4,7.1,4.5,8.5,6.6,5.05,6.70,6.16
5.3,6.3,6.2,6.4,5.3,7.6,5.3,5.75,6.35,6.06
5.3,5.6,4.7,6.8,6.4,7.7,6.8,5.00,6.20,6.19
5.6,7.2,5.1,5.4,6.2,6.7,7.9,5.35,6.30,6.30
5,6.2,5.7,5.9,6.1,6.4,6.8,5.35,6.05,6.01
5.9,5.8,6.2,6.6,5.3,8.8,7.4,6.05,6.20,6.57
6.3,6.9,4.9,5.8,5.9,9.3,7.6,5.60,6.35,6.67
5.9,6.1,5.6,5.2,5.8,6.7,7.7,5.75,5.65,6.14
6.2,6.4,5.6,6.6,5.8,5.2,6.5,5.90,6.50,6.04
5.3,7,5.7,6.5,6.2,7.8,6.5,5.50,6.75,6.43
5.6,6.3,5.5,5.5,6.9,7.3,6.4,5.55,5.90,6.21
5.5,7.2,5.3,6.5,5.8,8,8.7,5.40,6.85,6.71
5.7,5.4,5.6,7.1,5.8,6.1,7.2,5.65,6.25,6.13
6.1,6.9,5.2,5.9,6.2,7.2,6.1,5.65,6.40,6.23
5.6,5.6,6.3,6.5,5.3,8.1,6.3,5.95,6.05,6.24
5.7,6.5,6.4,5.3,5.8,8.2,5.6,6.05,5.90,6.21
5.2,6.6,5.5,6.9,7.2,7.8,6.9,5.35,6.75,6.59
5.6,6.6,5,7.2,6,7,6.4,5.30,6.90,6.26
5.4,6.8,5.7,8.4,6.9,7.2,6.6,5.55,7.60,6.71
6.8,5.8,5.5,7.7,5.8,7.2,7,6.15,6.75,6.54
6.1,4.7,6.5,6.3,6,8.9,7.6,6.30,5.50,6.59
6.1,5.3,5.4,7.4,5.7,7.9,8.1,5.75,6.35,6.56
5.1,5.1,5.2,7.1,5.8,7.3,7.4,5.15,6.10,6.14
6.3,6.6,5.6,6.6,5.1,8.9,8.2,5.95,6.60,6.76
5.6,6.1,6.4,5.9,5.2,7.9,5.7,6.00,6.00,6.11
6.1,6.7,5.4,6.8,5.4,8.8,7,5.75,6.75,6.60
5.5,6.6,5.1,6.8,6.3,7,6.5,5.30,6.70,6.26
6.1,6.4,6.1,8,7,7.1,6.1,6.10,7.20,6.69
5.5,6.5,6,5.6,6.2,7.6,7,5.75,6.05,6.34
6.8,6.1,5.8,5.7,5.5,7.4,6.9,6.30,5.90,6.31
6.6,6.9,4.9,6.3,5.1,7.4,6.5,5.75,6.60,6.24
5.7,5.4,5.7,7,6.4,7.3,5.7,5.70,6.20,6.17
6.1,7.4,5.2,6.2,4.9,8.3,4.6,5.65,6.80,6.10
5.9,6.8,6.2,6.5,5.4,6.8,8.4,6.05,6.65,6.57
5.1,5.5,5.9,7.1,6.2,7.7,6.2,5.50,6.30,6.24
6,5.7,5.4,5.9,4.9,6.9,6.2,5.70,5.80,5.86
5.1,6.1,5.5,7.2,6.2,8,7.6,5.30,6.65,6.53
5.9,6.4,5.3,7.2,5.4,7.2,6.3,5.60,6.80,6.24
6.3,6.2,4.9,6.4,6.2,6.7,7.6,5.60,6.30,6.33
6.2,5.7,5.7,7.5,5.6,7.5,6,5.95,6.60,6.31
5.4,5.5,6.3,5.6,5.7,7,8.5,5.85,5.55,6.29
6,6.6,4.6,7.1,5.7,7.1,6.1,5.30,6.85,6.17
6.2,7,5.8,5.4,4.9,4.6,6.8,6.00,6.20,5.81
6.1,6,5.3,6.9,6,7.8,7,5.70,6.45,6.44
5.5,7,6.1,5.9,4.7,7.8,6.2,5.80,6.45,6.17
5.3,6.7,5.8,5.5,6.4,6.7,5.2,5.55,6.10,5.94
5.8,5.2,5.6,6.2,5.3,7.2,8.4,5.70,5.70,6.24
5.6,6.3,5.5,5.6,6.5,7.7,7.2,5.55,5.95,6.34
5.9,5.6,5.2,6.1,6,8.9,5,5.55,5.85,6.10
6.6,6.1,5.8,7.4,6.1,6.4,7.2,6.20,6.75,6.51
5.5,4.9,5.4,5.6,6.8,6.1,5.5,5.45,5.25,5.69
4.6,4.8,5.1,6.4,4.7,5.9,5.7,4.85,5.60,5.31
4.6,7.2,6.4,5.8,5.2,7,9,5.50,6.50,6.46
5.5,5.7,5.5,7.6,5.5,7,5.5,5.50,6.65,6.04
5.3,5.4,5,6.9,6.9,6.3,7.4,5.15,6.15,6.17
5.1,6.9,5.1,7.5,6.5,7.3,4.7,5.10,7.20,6.16
6.8,6.5,6.1,5.9,5.5,8.5,7.5,6.45,6.20,6.69
4.7,6.3,4.7,6.9,6,7.5,6.7,4.70,6.60,6.11
6,6.5,5.2,6.8,6.4,8.4,8.4,5.60,6.65,6.81
6.2,5,6.2,6.5,5.9,9.5,7.6,6.20,5.75,6.70
5.6,6.9,6.1,6,5.5,6.7,6,5.85,6.45,6.11
5,7.2,5.7,4.7,6.7,8.7,6.6,5.35,5.95,6.37
5.5,6.9,4.4,6.9,5.8,7.8,9.1,4.95,6.90,6.63
5.9,5.4,5.7,7,5.1,6.6,6,5.80,6.20,5.96
6.3,5.1,5.3,5.3,6.6,7.3,7.5,5.80,5.20,6.20
6.1,7.1,5.9,5.4,5.7,8.8,5.5,6.00,6.25,6.36
5.8,5.3,4.7,6.6,3.9,7.6,7.2,5.25,5.95,5.87
5.1,6.4,6.5,6.4,5.9,7.5,6.2,5.80,6.40,6.29
4.8,5.6,5.4,4.5,7.1,5.9,5.6,5.10,5.05,5.56
5,5.9,5.3,6.7,5.5,6.1,7.6,5.15,6.30,6.01
6,6.4,5.5,6.5,6.4,7.4,8.6,5.75,6.45,6.69
6,4.9,4.8,5.4,6,5.7,6.3,5.40,5.15,5.59
5,4.9,6.5,6.8,6.1,7.2,6.4,5.75,5.85,6.13
5.7,7.4,5.4,7,6.1,7.9,7,5.55,7.20,6.64
6,6,4.5,6.9,5.5,6.2,6.6,5.25,6.45,5.96
5.9,7,6.2,4.9,6.3,7.6,5.5,6.05,5.95,6.20
5.8,5.2,5.6,6.3,6.6,8.4,6.1,5.70,5.75,6.29
5.5,6.8,5.1,6.2,6,8.7,6.5,5.30,6.50,6.40
6.5,5.2,5.3,8.2,6.7,7.1,8,5.90,6.70,6.71
5.6,6.2,5.5,6.5,6.1,7.1,8.9,5.55,6.35,6.56
6.1,6.9,4.8,6.1,5.5,7.7,6.3,5.45,6.50,6.20
4.2,6.2,4.4,7.3,4.7,4.5,6.6,4.30,6.75,5.41
6,6.4,5.6,6.1,5.9,7.5,5.8,5.80,6.25,6.19
6.7,6.3,5.3,6,6,6.6,6.7,6.00,6.15,6.23
6.1,6.2,4.9,6.2,5.7,8.1,5.5,5.50,6.20,6.10
7.3,6.4,5.2,7.1,7.3,8.1,7.5,6.25,6.75,6.99
5.1,5.9,5.3,7.6,5.3,7.2,6.7,5.20,6.75,6.16
4.8,5.7,5.3,6.6,6.2,8,6.2,5.05,6.15,6.11
